키워드,언론사,게시일,뉴스제목,url
GS 보안사고,뉴스1,2025-03-04 06:20:00,취임 100일 허서홍號 GS리테일 '첫 시험대'…리스크에 칼 빼든다,https://n.news.naver.com/mnews/article/421/0008107771?sid=101
GS 보안사고,한국경제,2025-02-27 17:44:21,GS 편의점·홈쇼핑 웹사이트서 167만명 개인정보 털렸다,https://n.news.naver.com/mnews/article/015/0005100259?sid=102
GS 보안사고,한국경제,2025-02-27 18:05:18,GS홈쇼핑도 털렸다…158만건 개인정보 유출,https://n.news.naver.com/mnews/article/015/0005100299?sid=101
GS 보안사고,문화일보,2025-02-27 11:51:48,GS홈쇼핑도 털렸다… 고객정보 158만건 유출,https://n.news.naver.com/mnews/article/021/0002693200?sid=102
GS 보안사고,전자신문,2025-01-14 16:01:30,[이슈플러스]'단순하지만 강력'…크리덴셜 스터핑에 계속 뚫리는 보안,https://n.news.naver.com/mnews/article/030/0003276017?sid=105
GS 보안사고,아시아경제,2025-01-16 17:00:00,[뉴스속 용어]고도화하는 사이버 보안 위협 '크리덴셜 스터핑',https://n.news.naver.com/mnews/article/277/0005534039?sid=101
GS 보안사고,디지털데일리,2025-01-07 14:28:13,잇따른 개인정보 유출 사고...'2차 피해' 불안은 고객의 몫?,https://n.news.naver.com/mnews/article/138/0002188999?sid=105
GS 보안사고,머니투데이,2025-03-26 16:15:45,"'현지화' 시장공략 도모하는 MS, 한국 AI전환 KT와 공동 추진",https://n.news.naver.com/mnews/article/008/0005171360?sid=105
GS 보안사고,전자신문,2025-03-26 10:33:11,"포시에스, 공공솔루션마켓·소프트웨어마켓페어 동시 참가",https://n.news.naver.com/mnews/article/030/0003296833?sid=105
GS 보안사고,지디넷코리아,2025-03-26 10:23:10,"포시에스, '공공솔루션마켓·SW마켓페어' 참가…""30년 전자문서 기술력 선보인다""",https://n.news.naver.com/mnews/article/092/0002368088?sid=105
GS 보안사고,디지털데일리,2025-03-19 17:22:14,"[DD퇴근길] 고개 숙인 삼성, ""HBM·AI 반도체, 더 분발하겠다""",https://n.news.naver.com/mnews/article/138/0002192965?sid=105
GS 보안사고,디지털데일리,2025-03-10 15:32:07,[취재수첩] 어디까지 신뢰하시겠습니까?,https://n.news.naver.com/mnews/article/138/0002192322?sid=105
GS 보안사고,서울경제,2025-03-04 09:21:11,"K조선업,미국 인도 등으로 기술 영향력 확대… 삼성과 현대, 배터리 공동개발에 이어 마케팅 협력 [AI 프리즘*신입 직장인 뉴스]",https://n.news.naver.com/mnews/article/011/0004456860?sid=101
GS 보안사고,조선비즈,2025-02-20 13:42:11,[인터뷰] 건물관리 넘어 부동산 자산관리까지… 에스앤아이 “2027년 매출 1兆 목표”,https://n.news.naver.com/mnews/article/366/0001055405?sid=101
GS 보안사고,아시아경제,2025-02-17 09:29:46,[시시비비] 나인원 한남은 고급주택이어야 한다,https://n.news.naver.com/mnews/article/277/0005547340?sid=110
